uniqid,isocntry,d11,d70,sd18a,sd18b,d1,d7,d9a_1,d9a_2,d9a_3,d9a_4,d9a_5,d9a_6,d9a_7,d9a_8,d9a_9,d9a_10,d9a_11,d9a_12,d9a_13,d10,d25,d40b_r,d63
20001338,AT,32,Not very satisfied,Fairly satisfied,Fairly satisfied,Box 6,Divorced/Separated: with children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Small/middle town,Two,The working class of society
20001339,AT,38,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001340,AT,82,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Widow: without children,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The lower middle class of society
20001341,AT,55,Very satisfied,Fairly satisfied,Fairly satisfied,Box 5,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001342,AT,25,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The lower middle class of society
20001343,AT,79,Not very satisfied,Not very satisfied,Not at all satisfied,Box 7,Widow: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The working class of society
20001344,AT,41,Fairly satisfied,Not very satisfied,Not very satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,One,The middle class of society
20001345,AT,35,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 6,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The lower middle class of society
20001346,AT,16,Fairly satisfied,Fairly satisfied,Fairly satisfied,DK (SPONT.),Other (SPONT.),Not mentioned,Not mentioned,Lower secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001347,AT,55,Fairly satisfied,Fairly satisfied,Not very satisfied,Refusal (SPONT.),(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The lower middle class of society
20001348,AT,67,Very satisfied,Fairly satisfied,Fairly satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The working class of society
20001349,AT,44,Very satisfied,Fairly satisfied,Not very satisfied,Box 5,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001350,AT,43,Fairly satisfied,Not very satisfied,Not very satisfied,Refusal (SPONT.),Single liv w partner: childr this/prev union,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001351,AT,76,Fairly satisfied,Very satisfied,Not at all satisfied,Refusal (SPONT.),(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,Refusal (SPONT.)
20001352,AT,54,Not very satisfied,Fairly satisfied,Not very satisfied,Refusal (SPONT.),(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The lower middle class of society
20001353,AT,23,Fairly satisfied,Not very satisfied,Fairly satisfied,Box 7,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001354,AT,31,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 4,Single liv w partner: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Master or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The upper middle class of society
20001355,AT,67,Fairly satisfied,Not very satisfied,Not very satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Lower secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The working class of society
20001356,AT,71,Very satisfied,Not at all satisfied,Not at all satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The working class of society
20001357,AT,68,Fairly satisfied,Not very satisfied,Not very satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The working class of society
20001358,AT,43,Fairly satisfied,Not at all satisfied,Not at all satisfied,Refusal (SPONT.),(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The working class of society
20001359,AT,61,Fairly satisfied,Not very satisfied,Not very satisfied,Box 6,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The working class of society
20001360,AT,39,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 6,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,Four or more,The middle class of society
20001361,AT,54,Fairly satisfied,Not very satisfied,Fairly satisfied,Box 6,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001362,AT,60,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 4,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001363,AT,46,Not very satisfied,Fairly satisfied,Very satisfied,Box 5,Single liv w partner: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001364,AT,71,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 7,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The working class of society
20001365,AT,69,Fairly satisfied,Fairly satisfied,Not at all satisfied,Box 7,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The working class of society
20001366,AT,59,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 5,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001367,AT,26,Not very satisfied,Not at all satisfied,Not very satisfied,Box 10 - right,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The working class of society
20001368,AT,63,Not very satisfied,Not very satisfied,Not very satisfied,Box 4,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The lower middle class of society
20001369,AT,53,Very satisfied,Fairly satisfied,Fairly satisfied,Refusal (SPONT.),Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,Refusal (SPONT.)
20001370,AT,64,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001371,AT,84,Fairly satisfied,Not very satisfied,Not at all satisfied,Box 2,Widow: without children,Not mentioned,Not mentioned,Lower secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The lower middle class of society
20001372,AT,55,Not very satisfied,Not very satisfied,Not very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The lower middle class of society
20001373,AT,27,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 7,Single liv w partner: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001374,AT,49,Very satisfied,Very satisfied,Very satisfied,Box 10 - right,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
